"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1106_eb","r1106","r1108","r1109","r1110","r1111","r1112","r1113","r1114","r1115","r1116","r1117","r1119"
1688,"U.S. Representative in Congress - District No. 5","Congressional District 5","State",6971,"Biggs, Andy","REP",93483,32299,15650,9300,10083,5371,2302,2253,2563,2068,3183,5103,2379
1688,"U.S. Representative in Congress - District No. 5","Congressional District 5","Maricopa",6971,"Biggs, Andy","REP",93483,32299,15650,9300,10083,5371,2302,2253,2563,2068,3183,5103,2379
1688,"U.S. Representative in Congress - District No. 5","Congressional District 5","State",6824,"Greene, Joan","DEM",62511,21383,12864,7185,6076,3278,1781,1506,1779,1542,2109,3389,1624
1688,"U.S. Representative in Congress - District No. 5","Congressional District 5","Maricopa",6824,"Greene, Joan","DEM",62511,21383,12864,7185,6076,3278,1781,1506,1779,1542,2109,3389,1624
1689,"U.S. Representative in Congress - District No. 6","Congressional District 6","State",7049,"Malik, Anita","DEM",72235,22870,13744,7603,6581,2900,1577,1631,1976,1826,2339,3638,1639
1689,"U.S. Representative in Congress - District No. 6","Congressional District 6","Maricopa",7049,"Malik, Anita","DEM",72235,22870,13744,7603,6581,2900,1577,1631,1976,1826,2339,3638,1639
1689,"U.S. Representative in Congress - District No. 6","Congressional District 6","State",6640,"Schweikert, David","REP",93322,29652,13839,9168,7221,3044,1750,1959,2442,2193,2503,4221,1826
1689,"U.S. Representative in Congress - District No. 6","Congressional District 6","Maricopa",6640,"Schweikert, David","REP",93322,29652,13839,9168,7221,3044,1750,1959,2442,2193,2503,4221,1826
1690,"U.S. Representative in Congress - District No. 7","Congressional District 7","State",6407,"Gallego, Ruben","DEM",46188,21608,11008,11664,4541,3012,1692,1282,1953,2152,2332,3777,1834
1690,"U.S. Representative in Congress - District No. 7","Congressional District 7","Maricopa",6407,"Gallego, Ruben","DEM",46188,21608,11008,11664,4541,3012,1692,1282,1953,2152,2332,3777,1834
1690,"U.S. Representative in Congress - District No. 7","Congressional District 7","State",6698,"Swing, Gary","GRN",8958,3689,1546,1346,558,367,162,229,339,330,368,562,252
1690,"U.S. Representative in Congress - District No. 7","Congressional District 7","Maricopa",6698,"Swing, Gary","GRN",8958,3689,1546,1346,558,367,162,229,339,330,368,562,252
1691,"U.S. Representative in Congress - District No. 8","Congressional District 8","State",6854,"Lesko, Debbie","REP",96142,27539,11499,6312,6053,4518,2023,2089,2417,2061,2360,3900,1922
1691,"U.S. Representative in Congress - District No. 8","Congressional District 8","Maricopa",6854,"Lesko, Debbie","REP",96142,27539,11499,6312,6053,4518,2023,2089,2417,2061,2360,3900,1922
1691,"U.S. Representative in Congress - District No. 8","Congressional District 8","State",6702,"Tipirneni, Hiral","DEM",74756,19827,11778,5676,5289,4219,1654,1602,1985,1588,2099,3369,1727
1691,"U.S. Representative in Congress - District No. 8","Congressional District 8","Maricopa",6702,"Tipirneni, Hiral","DEM",74756,19827,11778,5676,5289,4219,1654,1602,1985,1588,2099,3369,1727
1692,"U.S. Representative in Congress - District No. 9","Congressional District 9","State",6949,"Ferrara, Stephen L","REP",49529,19075,8879,5016,5181,2339,1413,1236,1596,1274,1914,2721,1489
1692,"U.S. Representative in Congress - District No. 9","Congressional District 9","Maricopa",6949,"Ferrara, Stephen L","REP",49529,19075,8879,5016,5181,2339,1413,1236,1596,1274,1914,2721,1489
1692,"U.S. Representative in Congress - District No. 9","Congressional District 9","State",6990,"Stanton, Greg","DEM",73052,27566,17526,9422,8735,3606,2401,1804,2547,2377,3203,4609,2735
1692,"U.S. Representative in Congress - District No. 9","Congressional District 9","Maricopa",6990,"Stanton, Greg","DEM",73052,27566,17526,9422,8735,3606,2401,1804,2547,2377,3203,4609,2735
1619,"Governor","Statewide","State",6420,"Ducey, Doug","REP",744396,249177,76589,66927,55458,26218,22263,11500,15575,16298,13143,23931,9388
1619,"Governor","Statewide","Apache",6420,"Ducey, Doug","REP",3743,3671,47,1666,0,38,0,0,0,10,0,0,0
1619,"Governor","Statewide","Cochise",6420,"Ducey, Doug","REP",19017,7460,0,2328,0,0,0,832,0,1,0,0,0
1619,"Governor","Statewide","Coconino",6420,"Ducey, Doug","REP",15281,3681,0,291,0,1735,1021,265,312,192,0,0,0
1619,"Governor","Statewide","Gila",6420,"Ducey, Doug","REP",9898,2307,1718,136,384,0,0,0,0,1,0,0,0
1619,"Governor","Statewide","Graham",6420,"Ducey, Doug","REP",6298,744,734,0,0,0,0,0,0,0,0,0,0
1619,"Governor","Statewide","Greenlee",6420,"Ducey, Doug","REP",1437,200,0,0,0,0,0,0,0,0,0,0,0
1619,"Governor","Statewide","Maricopa",6420,"Ducey, Doug","REP",423455,135673,65469,38294,35738,18808,9346,9371,11635,9667,12801,20565,9388
1619,"Governor","Statewide","Mohave",6420,"Ducey, Doug","REP",32969,16432,807,3088,2573,0,155,510,147,1,0,0,0
1619,"Governor","Statewide","Navajo",6420,"Ducey, Doug","REP",12282,7414,0,0,2031,150,0,0,3,0,0,0,0
1619,"Governor","Statewide","Pima",6420,"Ducey, Doug","REP",114684,34216,0,9643,10035,0,6882,0,0,5795,0,3366,0
1619,"Governor","Statewide","Pinal",6420,"Ducey, Doug","REP",31232,16316,5005,7229,3128,4025,4859,0,3478,0,0,0,0
1619,"Governor","Statewide","Santa Cruz",6420,"Ducey, Doug","REP",2919,1162,0,710,0,0,0,0,0,1,0,0,0
1619,"Governor","Statewide","Yavapai",6420,"Ducey, Doug","REP",54926,11599,1568,2293,1569,1462,0,522,0,209,0,0,0
